subject,sex,age,condition,manipcheck,pity.target,envy.target,pityAD,pityC,envyAD,envyC
1134,male,30,Aptitude PityAD,Aptitude,6,5,6,NA,NA,NA
1135,male,33,Aptitude EnvyC,Attitude,3,6,NA,NA,NA,1
1136,female,24,Aptitude EnvyAD,Aptitude,5,7,NA,NA,6,NA
1137,male,35,Attitude Baseline,Attitude,7,7,NA,NA,NA,NA
1138,male,25,Attitude PityAD,Attitude,7,2,2,NA,NA,NA
1139,female,NA,Attitude EnvyAD,Aptitude,6,7,NA,NA,5,NA
1140,female,24,Aptitude Baseline,Aptitude,7,5,NA,NA,NA,NA
1141,male,24,Attitude EnvyC,Attitude,5,6,NA,NA,NA,4
1142,female,22,Attitude PityAD,Aptitude,4,6,4,NA,NA,NA
1143,male,29,Aptitude EnvyC,Aptitude,5,5,NA,NA,NA,5
1144,female,25,Aptitude PityAD,Aptitude,7,4,3,NA,NA,NA
1145,male,29,Aptitude PityC,Aptitude,5,5,NA,4,NA,NA
1146,female,27,Attitude EnvyAD,Aptitude,5,6,NA,NA,2,NA
1147,male,26,Attitude Baseline,Attitude,7,7,NA,NA,NA,NA
1148,male,24,Aptitude PityC,Aptitude,3,7,NA,1,NA,NA
1149,female,50,Attitude PityC,Attitude,6,5,NA,3,NA,NA
1150,male,40,Aptitude EnvyC,Aptitude,2,7,NA,NA,NA,5
1151,male,27,Attitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1152,female,34,Aptitude Baseline,Aptitude,3,7,NA,NA,NA,NA
1153,female,58,Aptitude EnvyAD,Aptitude,6,7,NA,NA,6,NA
1154,female,34,Attitude EnvyAD,Aptitude,5,7,NA,NA,5,NA
1155,female,41,Attitude PityAD,Attitude,6,5,5,NA,NA,NA
1156,male,20,Attitude PityC,Attitude,6,5,NA,6,NA,NA
1157,male,36,Aptitude PityAD,Aptitude,5,7,1,NA,NA,NA
1158,female,21,Attitude PityC,Aptitude,5,7,NA,2,NA,NA
1159,male,29,Aptitude PityC,Aptitude,7,6,NA,7,NA,NA
1160,male,22,Aptitude Baseline,Aptitude,6,7,NA,NA,NA,NA
1161,male,43,Attitude EnvyC,Attitude,4,5,NA,NA,NA,2
1162,male,24,Attitude Baseline,Aptitude,5,6,NA,NA,NA,NA
1163,female,24,Attitude EnvyAD,Attitude,7,3,NA,NA,3,NA
1164,female,23,Attitude PityAD,Attitude,6,3,4,NA,NA,NA
1165,female,30,Aptitude EnvyAD,Aptitude,4,6,NA,NA,5,NA
1166,female,62,Aptitude EnvyAD,Aptitude,2,7,NA,NA,5,NA
1167,male,43,Aptitude EnvyC,Aptitude,3,7,NA,NA,NA,5
1168,female,40,Aptitude PityAD,Aptitude,2,7,2,NA,NA,NA
1169,male,27,Attitude PityAD,Attitude,7,2,7,NA,NA,NA
1170,male,28,Attitude EnvyAD,Attitude,7,3,NA,NA,2,NA
1171,male,32,Aptitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1172,male,26,Aptitude EnvyAD,Attitude,5,7,NA,NA,2,NA
1173,female,45,Attitude PityC,Aptitude,5,3,NA,4,NA,NA
1174,male,35,Aptitude EnvyC,Aptitude,6,5,NA,NA,NA,6
1175,female,59,Attitude EnvyC,Attitude,6,2,NA,NA,NA,2
1176,male,33,Aptitude PityC,Aptitude,5,5,NA,3,NA,NA
1177,female,41,Attitude EnvyC,Attitude,7,5,NA,NA,NA,1
1178,male,34,Aptitude PityAD,Aptitude,4,7,5,NA,NA,NA
1179,female,29,Aptitude EnvyC,Aptitude,5,6,NA,NA,NA,3
1180,female,47,Aptitude Baseline,Attitude,6,3,NA,NA,NA,NA
1181,male,29,Attitude PityAD,Aptitude,7,1,1,NA,NA,NA
1182,male,21,Aptitude PityAD,Aptitude,6,3,3,NA,NA,NA
1183,female,32,Attitude Baseline,Attitude,6,3,NA,NA,NA,NA
1184,male,23,Attitude EnvyC,Aptitude,6,7,NA,NA,NA,5
1185,female,54,Attitude EnvyAD,Attitude,5,5,NA,NA,1,NA
1186,male,27,Aptitude EnvyAD,Aptitude,3,7,NA,NA,5,NA
1187,male,22,Aptitude PityC,Aptitude,5,7,NA,1,NA,NA
1188,female,52,Attitude PityC,Aptitude,6,6,NA,3,NA,NA
1189,male,22,Attitude PityAD,Aptitude,7,6,5,NA,NA,NA
1190,male,34,Aptitude EnvyC,Aptitude,1,3,NA,NA,NA,6
1191,male,35,Attitude PityC,Attitude,6,4,NA,5,NA,NA
1192,male,27,Aptitude PityC,Aptitude,3,7,NA,1,NA,NA
1193,male,38,Aptitude Baseline,Aptitude,6,6,NA,NA,NA,NA
1194,male,29,Attitude EnvyC,Aptitude,5,6,NA,NA,NA,4
1195,female,21,Attitude Baseline,Attitude,6,3,NA,NA,NA,NA
1196,male,23,Attitude EnvyAD,Attitude,6,5,NA,NA,3,NA
1197,female,33,Aptitude EnvyAD,Aptitude,6,6,NA,NA,5,NA
1198,male,33,Aptitude PityAD,Aptitude,5,6,5,NA,NA,NA
1199,male,22,Aptitude PityC,Aptitude,5,5,NA,1,NA,NA
1200,male,38,Attitude EnvyC,Attitude,6,4,NA,NA,NA,2
1201,male,36,Attitude PityC,Attitude,7,3,NA,2,NA,NA
1202,female,23,Attitude EnvyAD,Aptitude,7,6,NA,NA,6,NA
1203,male,35,Aptitude EnvyC,Aptitude,7,5,NA,NA,NA,1
1204,male,47,Attitude Baseline,Attitude,7,5,NA,NA,NA,NA
1205,female,23,Attitude Baseline,Aptitude,3,7,NA,NA,NA,NA
1206,female,55,Attitude PityAD,Attitude,6,3,3,NA,NA,NA
1207,male,46,Aptitude Baseline,Attitude,5,5,NA,NA,NA,NA
1208,male,26,Aptitude PityAD,Aptitude,3,7,5,NA,NA,NA
1209,male,33,Aptitude PityC,Aptitude,5,5,NA,3,NA,NA
1210,male,28,Attitude PityC,Attitude,7,7,NA,1,NA,NA
1211,male,32,Aptitude PityAD,Aptitude,5,7,2,NA,NA,NA
1212,male,23,Attitude EnvyAD,Attitude,6,5,NA,NA,2,NA
1213,male,23,Aptitude EnvyAD,Aptitude,4,5,NA,NA,4,NA
1214,male,27,Attitude EnvyC,Attitude,6,3,NA,NA,NA,1
1215,female,34,Attitude PityAD,Attitude,6,6,7,NA,NA,NA
1216,male,33,Aptitude EnvyC,Aptitude,2,4,NA,NA,NA,6
1217,male,26,Attitude PityC,Attitude,5,5,NA,5,NA,NA
1218,male,23,Aptitude Baseline,Aptitude,7,6,NA,NA,NA,NA
1219,male,56,Aptitude Baseline,Attitude,2,6,NA,NA,NA,NA
1220,male,40,Aptitude Baseline,Aptitude,4,6,NA,NA,NA,NA
1221,female,33,Attitude Baseline,Attitude,6,3,NA,NA,NA,NA
1222,male,23,Aptitude EnvyAD,Aptitude,7,6,NA,NA,1,NA
1223,male,31,Attitude EnvyC,Aptitude,5,5,NA,NA,NA,1
1224,female,33,Attitude PityAD,Aptitude,3,7,2,NA,NA,NA
1225,male,21,Aptitude EnvyC,Aptitude,2,5,NA,NA,NA,6
1226,female,24,Aptitude PityAD,Aptitude,7,7,5,NA,NA,NA
1227,male,18,Attitude EnvyC,Attitude,6,3,NA,NA,NA,1
1228,male,31,Attitude EnvyAD,Attitude,6,5,NA,NA,3,NA
1229,female,48,Aptitude PityC,Aptitude,6,7,NA,3,NA,NA
1230,female,34,Attitude Baseline,Aptitude,5,6,NA,NA,NA,NA
1231,male,NA,Aptitude PityAD,Attitude,7,7,7,NA,NA,NA
1232,male,30,Aptitude EnvyAD,Aptitude,5,6,NA,NA,3,NA
1233,male,27,Attitude EnvyAD,Attitude,5,7,NA,NA,7,NA
1234,male,23,Attitude PityC,Attitude,5,6,NA,4,NA,NA
1235,male,26,Aptitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1236,male,24,Aptitude EnvyC,Aptitude,3,5,NA,NA,NA,6
1237,female,26,Attitude PityC,Aptitude,6,6,NA,2,NA,NA
1238,female,23,Attitude EnvyC,Attitude,7,5,NA,NA,NA,1
1239,female,55,Aptitude PityAD,Aptitude,7,7,7,NA,NA,NA
1240,female,27,Aptitude PityC,Aptitude,4,7,NA,2,NA,NA
1241,female,36,Attitude PityAD,Attitude,6,2,3,NA,NA,NA
1242,female,38,Attitude Baseline,Attitude,5,4,NA,NA,NA,NA
1243,female,28,Attitude EnvyAD,Aptitude,3,2,NA,NA,5,NA
1244,male,36,Aptitude EnvyAD,Aptitude,3,7,NA,NA,6,NA
1245,male,19,Aptitude PityC,Attitude,6,5,NA,5,NA,NA
1246,female,24,Attitude PityAD,Aptitude,5,5,4,NA,NA,NA
1247,male,38,Attitude Baseline,Attitude,7,3,NA,NA,NA,NA
1248,female,28,Aptitude Baseline,Aptitude,7,7,NA,NA,NA,NA
1249,female,22,Attitude PityC,Aptitude,7,6,NA,3,NA,NA
1250,male,19,Attitude EnvyAD,Aptitude,2,6,NA,NA,3,NA
1251,male,24,Aptitude EnvyC,Aptitude,3,6,NA,NA,NA,6
1252,female,22,Aptitude PityAD,Aptitude,6,6,5,NA,NA,NA
1253,male,20,Aptitude Baseline,Attitude,5,3,NA,NA,NA,NA
1254,male,23,Aptitude PityAD,Aptitude,3,7,3,NA,NA,NA
1255,male,20,Aptitude EnvyAD,Aptitude,3,6,NA,NA,5,NA
1256,male,32,Aptitude EnvyC,Aptitude,2,6,NA,NA,NA,2
1257,female,43,Attitude EnvyC,Aptitude,3,6,NA,NA,NA,3
1258,male,46,Aptitude PityC,Aptitude,4,5,NA,2,NA,NA
1259,male,35,Aptitude EnvyAD,Aptitude,3,7,NA,NA,7,NA
1260,male,45,Attitude EnvyAD,Aptitude,5,7,NA,NA,3,NA
1261,female,23,Attitude PityC,Attitude,5,7,NA,6,NA,NA
1262,female,26,Attitude PityAD,Attitude,5,2,4,NA,NA,NA
1263,female,34,Attitude EnvyC,Aptitude,5,6,NA,NA,NA,4
1264,female,23,Attitude EnvyC,Attitude,6,5,NA,NA,NA,2
1265,male,24,Attitude PityAD,Aptitude,4,5,4,NA,NA,NA
1266,female,19,Aptitude Baseline,Attitude,7,7,NA,NA,NA,NA
1267,male,38,Aptitude EnvyC,Aptitude,3,6,NA,NA,NA,3
1268,male,34,Aptitude PityAD,Aptitude,7,5,6,NA,NA,NA
1269,male,27,Attitude EnvyAD,Aptitude,2,7,NA,NA,5,NA
1270,male,30,Attitude PityC,Attitude,7,2,NA,3,NA,NA
1271,male,29,Aptitude EnvyAD,Aptitude,5,7,NA,NA,5,NA
1272,female,26,Attitude Baseline,Attitude,7,7,NA,NA,NA,NA
1273,male,26,Aptitude PityAD,Attitude,6,5,3,NA,NA,NA
1274,male,43,Aptitude EnvyC,Aptitude,3,5,NA,NA,NA,5
1275,male,35,Attitude PityAD,Aptitude,6,6,5,NA,NA,NA
1276,male,33,Attitude PityC,Aptitude,4,6,NA,3,NA,NA
1277,female,24,Aptitude Baseline,Attitude,3,6,NA,NA,NA,NA
1278,female,59,Aptitude EnvyAD,Aptitude,3,6,NA,NA,5,NA
1279,female,38,Aptitude PityC,Aptitude,6,4,NA,2,NA,NA
1280,male,39,Attitude EnvyAD,Aptitude,5,7,NA,NA,5,NA
1281,male,25,Aptitude EnvyC,Aptitude,5,6,NA,NA,NA,6
1282,male,38,Attitude EnvyC,Aptitude,7,4,NA,NA,NA,1
1283,female,30,Attitude Baseline,Attitude,6,5,NA,NA,NA,NA
1284,female,53,Aptitude EnvyAD,Aptitude,5,6,NA,NA,5,NA
1285,male,35,Aptitude PityAD,Attitude,6,5,5,NA,NA,NA
1286,male,29,Attitude PityAD,Attitude,7,3,5,NA,NA,NA
1287,male,25,Aptitude PityC,Aptitude,4,7,NA,2,NA,NA
1288,female,30,Attitude EnvyAD,Attitude,6,3,NA,NA,2,NA
1289,female,37,Attitude PityC,Aptitude,7,5,NA,2,NA,NA
1290,male,25,Aptitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1291,female,58,Attitude Baseline,Aptitude,5,5,NA,NA,NA,NA
1292,male,37,Aptitude EnvyC,Attitude,3,6,NA,NA,NA,3
1293,male,33,Aptitude EnvyAD,Aptitude,3,6,NA,NA,4,NA
1294,male,45,Attitude EnvyC,Attitude,7,6,NA,NA,NA,3
1295,female,55,Aptitude PityC,Aptitude,5,5,NA,2,NA,NA
1296,female,45,Attitude PityAD,Aptitude,6,7,5,NA,NA,NA
1297,female,25,Aptitude PityAD,Attitude,7,5,6,NA,NA,NA
1298,female,30,Attitude EnvyAD,Attitude,7,6,NA,NA,6,NA
1299,male,26,Attitude EnvyAD,Aptitude,5,7,NA,NA,5,NA
1300,male,24,Attitude PityAD,Attitude,5,5,5,NA,NA,NA
1301,male,35,Aptitude PityAD,Attitude,6,7,3,NA,NA,NA
1302,male,30,Aptitude Baseline,Aptitude,5,6,NA,NA,NA,NA
1303,male,26,Attitude Baseline,Attitude,3,5,NA,NA,NA,NA
1304,female,53,Attitude PityC,Aptitude,6,6,NA,4,NA,NA
1305,female,51,Aptitude EnvyAD,Attitude,3,6,NA,NA,3,NA
1306,male,41,Attitude EnvyC,Attitude,5,4,NA,NA,NA,2
1307,male,37,Aptitude EnvyC,Aptitude,5,3,NA,NA,NA,5
1308,female,35,Aptitude PityC,Aptitude,6,7,NA,1,NA,NA
1309,male,29,Aptitude EnvyAD,Aptitude,5,4,NA,NA,5,NA
1310,female,NA,Attitude PityAD,Aptitude,6,6,6,NA,NA,NA
1311,female,58,Aptitude PityAD,Aptitude,5,6,2,NA,NA,NA
1312,male,68,Aptitude Baseline,Aptitude,4,6,NA,NA,NA,NA
1313,male,31,Aptitude PityC,Attitude,7,5,NA,2,NA,NA
1314,male,23,Attitude EnvyC,Attitude,7,4,NA,NA,NA,1
1315,female,23,Aptitude EnvyC,Aptitude,7,7,NA,NA,NA,2
1316,male,28,Attitude Baseline,Attitude,7,5,NA,NA,NA,NA
1317,male,50,Attitude PityC,Aptitude,3,6,NA,1,NA,NA
1318,male,50,Aptitude EnvyC,Aptitude,5,7,NA,NA,NA,1
1319,male,37,Attitude EnvyC,Aptitude,3,5,NA,NA,NA,6
1320,male,22,Attitude EnvyAD,Attitude,6,5,NA,NA,1,NA
1321,female,36,Attitude PityAD,Attitude,5,6,5,NA,NA,NA
1322,female,28,Attitude PityC,Aptitude,6,7,NA,1,NA,NA
1323,female,38,Attitude Baseline,Aptitude,5,6,NA,NA,NA,NA
1324,female,31,Aptitude Baseline,Attitude,7,4,NA,NA,NA,NA
1325,male,40,Aptitude EnvyAD,Attitude,6,7,NA,NA,6,NA
1326,female,20,Attitude EnvyAD,Attitude,7,3,NA,NA,2,NA
1327,female,53,Aptitude PityC,Aptitude,7,4,NA,2,NA,NA
1328,female,35,Aptitude PityAD,Aptitude,3,7,2,NA,NA,NA
1329,male,33,Attitude PityAD,Aptitude,5,6,5,NA,NA,NA
1330,female,29,Attitude Baseline,Attitude,5,7,NA,NA,NA,NA
1331,female,31,Attitude EnvyC,Attitude,7,5,NA,NA,NA,3
1332,female,53,Aptitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1333,female,30,Aptitude PityC,Aptitude,5,7,NA,2,NA,NA
1334,male,30,Aptitude EnvyAD,Attitude,6,6,NA,NA,3,NA
1335,male,37,Attitude PityC,Aptitude,3,7,NA,2,NA,NA
1336,female,34,Aptitude EnvyC,Aptitude,5,5,NA,NA,NA,7
1337,male,41,Aptitude PityAD,Aptitude,4,7,2,NA,NA,NA
1338,female,28,Attitude EnvyAD,Aptitude,3,6,NA,NA,4,NA
1339,male,40,Attitude EnvyAD,Aptitude,2,6,NA,NA,5,NA
1340,male,36,Aptitude EnvyC,Attitude,6,4,NA,NA,NA,5
1341,male,25,Aptitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1342,female,21,Attitude EnvyC,Attitude,7,6,NA,NA,NA,2
1343,female,26,Aptitude PityAD,Aptitude,5,7,3,NA,NA,NA
1344,female,42,Aptitude PityC,Aptitude,6,3,NA,2,NA,NA
1345,male,59,Attitude PityAD,Attitude,6,3,6,NA,NA,NA
1346,female,53,Aptitude EnvyAD,Aptitude,5,7,NA,NA,7,NA
1347,female,28,Attitude PityC,Aptitude,7,6,NA,1,NA,NA
1348,female,46,Attitude PityC,Aptitude,5,7,NA,3,NA,NA
1349,female,36,Attitude EnvyC,Attitude,7,7,NA,NA,NA,2
1350,male,28,Attitude PityAD,Attitude,7,2,6,NA,NA,NA
1351,female,20,Attitude EnvyAD,Attitude,7,3,NA,NA,2,NA
1352,male,27,Aptitude PityC,Attitude,5,5,NA,2,NA,NA
1353,female,35,Aptitude EnvyAD,Aptitude,7,5,NA,NA,3,NA
1354,female,25,Aptitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1355,male,25,Aptitude EnvyC,Attitude,6,5,NA,NA,NA,2
1356,female,64,Aptitude PityAD,Aptitude,1,7,1,NA,NA,NA
1357,female,42,Attitude Baseline,Aptitude,3,7,NA,NA,NA,NA
1358,female,50,Attitude PityC,Aptitude,7,6,NA,2,NA,NA
1359,male,39,Attitude EnvyC,Aptitude,3,5,NA,NA,NA,2
1360,female,43,Aptitude EnvyAD,Aptitude,4,6,NA,NA,5,NA
1361,male,30,Aptitude PityAD,Aptitude,2,7,1,NA,NA,NA
1362,male,30,Attitude PityAD,Attitude,7,5,2,NA,NA,NA
1363,female,38,Aptitude Baseline,Attitude,7,5,NA,NA,NA,NA
1364,female,23,Attitude Baseline,Aptitude,5,5,NA,NA,NA,NA
1365,female,42,Attitude EnvyAD,Aptitude,5,7,NA,NA,6,NA
1366,female,36,Aptitude PityC,Aptitude,4,7,NA,1,NA,NA
1367,male,29,Aptitude EnvyC,Aptitude,3,5,NA,NA,NA,3
1368,female,22,Aptitude EnvyC,Aptitude,2,7,NA,NA,NA,6
1369,female,52,Attitude PityC,Attitude,6,5,NA,2,NA,NA
1370,female,35,Attitude Baseline,Attitude,6,5,NA,NA,NA,NA
1371,male,26,Attitude PityAD,Attitude,6,2,4,NA,NA,NA
1372,female,33,Aptitude PityC,Attitude,7,6,NA,5,NA,NA
1373,male,21,Attitude EnvyAD,Attitude,6,5,NA,NA,5,NA
1374,male,34,Aptitude Baseline,Aptitude,4,6,NA,NA,NA,NA
1375,male,29,Aptitude PityAD,Aptitude,5,7,1,NA,NA,NA
1376,female,34,Aptitude EnvyAD,Aptitude,3,5,NA,NA,5,NA
1377,female,42,Attitude EnvyC,Attitude,6,5,NA,NA,NA,2
1378,male,46,Aptitude PityAD,Aptitude,5,6,3,NA,NA,NA
1379,female,41,Attitude EnvyAD,Aptitude,5,6,NA,NA,6,NA
1380,female,29,Attitude EnvyC,Aptitude,1,5,NA,NA,NA,2
1381,male,33,Attitude PityC,Attitude,6,4,NA,5,NA,NA
1382,male,26,Aptitude Baseline,Attitude,7,6,NA,NA,NA,NA
1383,female,22,Aptitude PityC,Aptitude,5,7,NA,1,NA,NA
1384,female,21,Attitude Baseline,Aptitude,6,3,NA,NA,NA,NA
1385,female,28,Attitude PityAD,Attitude,7,1,3,NA,NA,NA
1386,male,30,Aptitude EnvyAD,Attitude,6,6,NA,NA,5,NA
1387,female,37,Aptitude PityAD,Aptitude,4,7,2,NA,NA,NA
1388,male,26,Aptitude EnvyAD,Aptitude,2,7,NA,NA,6,NA
1389,female,51,Attitude Baseline,Aptitude,2,7,NA,NA,NA,NA
1390,female,36,Attitude PityAD,Attitude,6,5,6,NA,NA,NA
1391,male,29,Aptitude EnvyC,Aptitude,3,5,NA,NA,NA,7
1392,male,46,Aptitude PityC,Aptitude,4,6,NA,2,NA,NA
1393,male,30,Attitude EnvyAD,Aptitude,6,4,NA,NA,4,NA
1394,female,59,Attitude PityC,Attitude,6,4,NA,5,NA,NA
1395,female,55,Attitude EnvyC,Attitude,6,5,NA,NA,NA,1
1396,male,54,Aptitude Baseline,Aptitude,3,6,NA,NA,NA,NA
1397,male,26,Attitude EnvyC,Aptitude,6,7,NA,NA,NA,5
1398,female,27,Aptitude PityC,Aptitude,5,6,NA,4,NA,NA
1399,male,25,Aptitude Baseline,Attitude,6,5,NA,NA,NA,NA
1400,female,31,Attitude PityC,Aptitude,6,6,NA,5,NA,NA
1401,male,44,Attitude EnvyAD,Attitude,4,7,NA,NA,6,NA
1402,male,33,Aptitude EnvyC,Aptitude,4,5,NA,NA,NA,7
1403,female,26,Attitude PityAD,Aptitude,5,6,2,NA,NA,NA
1404,female,28,Aptitude EnvyAD,Aptitude,2,7,NA,NA,6,NA
1405,female,25,Attitude EnvyAD,Attitude,5,5,NA,NA,5,NA
1406,female,55,Attitude EnvyC,Aptitude,7,6,NA,NA,NA,1
1407,male,23,Aptitude Baseline,Aptitude,4,6,NA,NA,NA,NA
1408,female,44,Attitude Baseline,Attitude,7,5,NA,NA,NA,NA
1409,male,23,Aptitude EnvyAD,Attitude,5,5,NA,NA,3,NA
1410,male,24,Attitude PityC,Aptitude,5,7,NA,2,NA,NA
1411,male,25,Attitude PityAD,Attitude,7,5,5,NA,NA,NA
1412,female,45,Aptitude EnvyC,Aptitude,4,6,NA,NA,NA,7
1413,female,22,Aptitude PityAD,Aptitude,6,6,6,NA,NA,NA
1414,female,22,Aptitude PityC,Aptitude,7,5,NA,2,NA,NA
1415,male,22,Attitude PityC,Attitude,6,1,NA,5,NA,NA
1416,male,35,Attitude EnvyAD,Attitude,6,3,NA,NA,2,NA
1417,male,26,Aptitude PityC,Aptitude,6,6,NA,5,NA,NA
1418,female,38,Aptitude Baseline,Aptitude,7,6,NA,NA,NA,NA
1419,female,54,Attitude Baseline,Aptitude,4,5,NA,NA,NA,NA
1420,female,23,Aptitude EnvyC,Aptitude,4,7,NA,NA,NA,3
1421,female,46,Aptitude PityC,Aptitude,4,7,NA,1,NA,NA
1422,male,22,Attitude PityAD,Attitude,5,7,3,NA,NA,NA
1423,female,26,Attitude EnvyC,Attitude,7,5,NA,NA,NA,1
1424,female,60,Aptitude EnvyAD,Aptitude,3,7,NA,NA,5,NA
1425,female,22,Attitude PityC,Attitude,7,4,NA,4,NA,NA
1426,male,29,Aptitude Baseline,Attitude,5,7,NA,NA,NA,NA
1427,male,33,Aptitude EnvyC,Aptitude,3,5,NA,NA,NA,7
1428,female,49,Attitude PityAD,Attitude,5,5,7,NA,NA,NA
1429,male,20,Attitude EnvyAD,Attitude,6,5,NA,NA,3,NA
1430,female,25,Aptitude PityAD,Aptitude,4,7,3,NA,NA,NA
1431,male,44,Aptitude EnvyAD,Attitude,5,3,NA,NA,3,NA
1432,female,46,Aptitude PityC,Aptitude,4,6,NA,1,NA,NA
1433,male,23,Attitude Baseline,Attitude,6,4,NA,NA,NA,NA
1434,female,28,Attitude EnvyAD,Aptitude,5,6,NA,NA,5,NA
1435,male,29,Aptitude PityC,Aptitude,3,6,NA,3,NA,NA
1436,male,52,Attitude PityC,Attitude,6,5,NA,2,NA,NA
1437,female,32,Attitude Baseline,Attitude,6,3,NA,NA,NA,NA
1438,male,27,Aptitude EnvyC,Aptitude,5,6,NA,NA,NA,6
1439,male,40,Aptitude PityAD,Aptitude,3,7,2,NA,NA,NA
1440,male,30,Attitude EnvyC,Aptitude,7,7,NA,NA,NA,7
1441,female,23,Attitude PityAD,Attitude,7,5,3,NA,NA,NA
1442,female,32,Aptitude EnvyAD,Aptitude,4,7,NA,NA,6,NA
1443,male,41,Aptitude Baseline,Aptitude,6,6,NA,NA,NA,NA
1444,female,29,Aptitude PityAD,Aptitude,6,5,2,NA,NA,NA
1445,female,37,Attitude EnvyAD,Aptitude,7,5,NA,NA,5,NA
1446,female,31,Aptitude PityC,Aptitude,5,5,NA,1,NA,NA
1447,male,48,Attitude PityAD,Aptitude,6,5,3,NA,NA,NA
1448,male,30,Attitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1449,female,23,Aptitude EnvyC,Aptitude,5,6,NA,NA,NA,2
1450,male,20,Attitude EnvyC,Aptitude,5,7,NA,NA,NA,4
1451,female,64,Attitude PityC,Aptitude,6,5,NA,3,NA,NA
1452,male,45,Aptitude EnvyAD,Aptitude,6,7,NA,NA,5,NA
1453,female,52,Aptitude PityC,Aptitude,7,6,NA,2,NA,NA
1454,male,40,Aptitude EnvyAD,Aptitude,2,6,NA,NA,2,NA
1455,female,25,Attitude EnvyC,Aptitude,6,7,NA,NA,NA,3
1456,male,38,Attitude PityC,Attitude,6,1,NA,3,NA,NA
1457,male,43,Attitude PityAD,Aptitude,5,7,2,NA,NA,NA
1458,female,39,Aptitude EnvyC,Aptitude,2,6,NA,NA,NA,7
1459,male,26,Aptitude Baseline,Attitude,6,4,NA,NA,NA,NA
1460,male,34,Aptitude PityAD,Aptitude,5,7,3,NA,NA,NA
1461,male,36,Attitude Baseline,Attitude,7,3,NA,NA,NA,NA
1462,male,25,Aptitude EnvyC,Aptitude,5,5,NA,NA,NA,5
1463,male,23,Attitude Baseline,Attitude,5,6,NA,NA,NA,NA
1464,male,27,Aptitude PityC,Aptitude,3,6,NA,1,NA,NA
1465,female,32,Aptitude Baseline,Aptitude,3,6,NA,NA,NA,NA
1466,male,26,Aptitude PityC,Aptitude,6,6,NA,2,NA,NA
1467,male,45,Aptitude EnvyAD,Aptitude,3,7,NA,NA,5,NA
1468,female,37,Attitude EnvyAD,Attitude,6,6,NA,NA,5,NA
1469,female,29,Attitude PityC,Attitude,6,6,NA,2,NA,NA
1470,female,30,Attitude PityAD,Attitude,5,7,1,NA,NA,NA
1471,female,58,Attitude EnvyC,Aptitude,2,6,NA,NA,NA,3
1472,female,26,Attitude EnvyC,Aptitude,7,5,NA,NA,NA,2
1473,female,30,Aptitude Baseline,Aptitude,6,6,NA,NA,NA,NA
1474,female,65,Aptitude EnvyC,Aptitude,5,6,NA,NA,NA,6
1475,male,30,Attitude PityAD,Aptitude,5,6,5,NA,NA,NA
1476,female,37,Attitude PityC,Aptitude,6,5,NA,3,NA,NA
1477,female,31,Attitude EnvyAD,Aptitude,6,6,NA,NA,6,NA
1478,female,30,Aptitude PityAD,Aptitude,6,7,3,NA,NA,NA
1479,male,33,Aptitude EnvyAD,Aptitude,4,6,NA,NA,2,NA
1480,male,57,Attitude Baseline,Attitude,6,3,NA,NA,NA,NA
1481,female,32,Aptitude Baseline,Aptitude,5,6,NA,NA,NA,NA
1482,male,29,Aptitude PityC,Aptitude,5,7,NA,1,NA,NA
1483,female,41,Aptitude EnvyAD,Aptitude,7,7,NA,NA,7,NA
1484,male,25,Aptitude PityAD,Aptitude,5,6,3,NA,NA,NA
1485,female,58,Aptitude EnvyC,Aptitude,4,5,NA,NA,NA,7
1486,female,34,Attitude Baseline,Aptitude,5,4,NA,NA,NA,NA
1487,female,53,Attitude PityC,Aptitude,5,3,NA,3,NA,NA
1488,female,39,Attitude PityAD,Aptitude,5,5,6,NA,NA,NA
1489,female,48,Attitude EnvyC,Aptitude,5,5,NA,NA,NA,7
1490,male,36,Attitude PityC,Attitude,6,7,NA,5,NA,NA
1491,male,44,Aptitude EnvyAD,Aptitude,4,6,NA,NA,3,NA
1492,female,27,Attitude EnvyC,Attitude,7,3,NA,NA,NA,2
1493,male,48,Attitude Baseline,Attitude,5,3,NA,NA,NA,NA
1494,female,30,Aptitude PityC,Aptitude,5,7,NA,1,NA,NA
1495,female,30,Aptitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1496,female,45,Attitude PityAD,Aptitude,5,7,4,NA,NA,NA
1497,female,23,Aptitude PityAD,Aptitude,5,4,3,NA,NA,NA
1498,female,61,Attitude EnvyC,Aptitude,5,6,NA,NA,NA,1
1499,male,38,Aptitude PityC,Aptitude,5,6,NA,4,NA,NA
1500,female,53,Aptitude Baseline,Aptitude,5,7,NA,NA,NA,NA
1501,male,42,Aptitude EnvyAD,Aptitude,4,6,NA,NA,4,NA
1502,female,50,Aptitude EnvyC,Aptitude,4,6,NA,NA,NA,5
